2016-10-22 23:50:11.333823|INFO    |VirtualServer |1  |listening on 0.0.0.0:9987, :::9987
2016-10-22 23:56:58.659121|INFO    |VirtualServer |1  |client (id:2) was added to servergroup 'Server Admin'(id:6) by client 'server'(id:0)
2016-10-22 23:56:58.659121|INFO    |VirtualServer |1  |client 'Igna'(id:2) used privilege key 'MDllCRDriUaZHLUJPqJxPKhdT2UeHRCfNPkoEXPG' and was added to servergroup 'Server Admin'(id:6)
2016-10-23 00:02:05.182653|INFO    |VirtualServer |1  |client (id:4) was added to servergroup 'Normal'(id:7) by client 'Igna'(id:2)
2016-10-23 00:02:14.405180|INFO    |VirtualServer |1  |client (id:4) was removed from servergroup 'Normal'(id:7) by client 'Igna'(id:2)
2016-10-23 00:13:29.224778|INFO    |VirtualServer |1  |client (id:4) was added to servergroup 'Normal'(id:7) by client 'Igna'(id:2)
2016-10-23 00:13:36.677204|INFO    |VirtualServer |1  |client '¡gna!'(id:4) was added to channelgroup 'Channel Admin'(id:5) by client 'Igna'(id:2) in channel 'Autistas'(id:1)
2016-10-23 01:03:03.117875|INFO    |VirtualServer |1  |client (id:5) was added to servergroup 'Server Admin'(id:6) by client 'Igna'(id:2)
2016-10-23 01:03:08.470181|INFO    |VirtualServer |1  |client (id:5) was added to servergroup 'Normal'(id:7) by client 'Igna'(id:2)
2016-10-23 01:03:14.621533|INFO    |VirtualServer |1  |client (id:5) was removed from servergroup 'Server Admin'(id:6) by client 'Igna'(id:2)
2016-10-23 01:03:19.036785|INFO    |VirtualServer |1  |client 'SKT OnePunchLee'(id:5) was added to channelgroup 'Channel Admin'(id:5) by client 'Igna'(id:2) in channel 'Autistas'(id:1)
2016-10-23 01:03:42.743141|INFO    |VirtualServer |1  |client (id:5) was added to servergroup 'Server Admin'(id:6) by client 'Igna'(id:2)
2016-10-23 01:03:50.066560|INFO    |VirtualServer |1  |client 'SKT OnePunchLee'(id:5) was added to channelgroup 'Guest'(id:8) by client 'SKT OnePunchLee'(id:5) in channel 'Autistas'(id:1)
2016-10-23 01:03:50.500585|INFO    |VirtualServer |1  |client 'SKT OnePunchLee'(id:5) was added to channelgroup 'Guest'(id:8) by client 'Igna'(id:2) in channel 'Autistas'(id:1)
2016-10-23 01:15:46.527539|INFO    |VirtualServer |1  |client 'Nekrosis'(id:8) was added to channelgroup 'Channel Admin'(id:5) by client 'Igna'(id:2) in channel 'Autismo y LoL'(id:1)
2016-10-23 01:24:32.390617|INFO    |VirtualServer |1  |client 'Nekrosis'(id:8) was added to channelgroup 'Channel Admin'(id:5) by client 'Igna'(id:2) in channel 'Atlas'(id:10)
2016-10-23 01:25:02.462337|INFO    |VirtualServer |1  |client (id:8) was added to servergroup 'Server Admin'(id:6) by client 'Igna'(id:2)
2016-10-23 01:25:06.254554|INFO    |VirtualServer |1  |client 'Nekrosis'(id:8) was added to channelgroup 'Voice'(id:7) by client 'Igna'(id:2) in channel 'Atlas'(id:10)
2016-10-23 01:25:09.698751|INFO    |VirtualServer |1  |client 'Nekrosis'(id:8) was added to channelgroup 'Guest'(id:8) by client 'Igna'(id:2) in channel 'Atlas'(id:10)
2016-10-23 01:25:14.569029|INFO    |PktHandler    |1  |Dropping client 9 because of ping timeout 19 0 0
2016-10-23 01:25:27.061744|INFO    |VirtualServer |1  |client 'Nekrosis'(id:8) was added to channelgroup 'Guest'(id:8) by client 'Igna'(id:2) in channel 'Autismo y LoL'(id:1)
2016-10-23 01:25:27.217753|INFO    |VirtualServer |1  |client 'Nekrosis'(id:8) was added to channelgroup 'Guest'(id:8) by client 'Nekrosis'(id:8) in channel 'Autismo y LoL'(id:1)
2016-10-23 01:32:36.383300|INFO    |VirtualServer |1  |servergroup 'Server Admin'(id:6) was copied by 'Igna'(id:2) to 'Admin'(id:9)
2016-10-23 01:38:08.053270|INFO    |VirtualServer |1  |client 'Black Rebellion'(id:7) was added to channelgroup 'Channel Admin'(id:5) by client 'SKT OnePunchLee'(id:5) in channel 'Autismo y LoL'(id:1)
2016-10-23 01:38:09.675363|INFO    |VirtualServer |1  |client 'Black Rebellion'(id:7) was added to channelgroup 'Channel Admin'(id:5) by client 'SKT OnePunchLee'(id:5) in channel 'CSGO'(id:7)
2016-10-23 01:38:10.831429|INFO    |VirtualServer |1  |client 'Black Rebellion'(id:7) was added to channelgroup 'Channel Admin'(id:5) by client 'SKT OnePunchLee'(id:5) in channel 'GW2'(id:9)
2016-10-23 01:38:12.020497|INFO    |VirtualServer |1  |client 'Black Rebellion'(id:7) was added to channelgroup 'Channel Admin'(id:5) by client 'SKT OnePunchLee'(id:5) in channel 'Atlas'(id:10)
2016-10-23 01:38:13.720594|INFO    |VirtualServer |1  |client 'Black Rebellion'(id:7) was added to channelgroup 'Channel Admin'(id:5) by client 'SKT OnePunchLee'(id:5) in channel 'Torneos LoL'(id:11)
2016-10-23 01:38:14.847659|INFO    |VirtualServer |1  |client 'Black Rebellion'(id:7) was added to channelgroup 'Channel Admin'(id:5) by client 'SKT OnePunchLee'(id:5) in channel 'Torneos CSGO'(id:12)
2016-10-23 01:38:16.469752|INFO    |VirtualServer |1  |client 'Black Rebellion'(id:7) was added to channelgroup 'Channel Admin'(id:5) by client 'SKT OnePunchLee'(id:5) in channel 'Move or Die'(id:14)
2016-10-23 01:38:17.733824|INFO    |VirtualServer |1  |client 'Black Rebellion'(id:7) was added to channelgroup 'Channel Admin'(id:5) by client 'SKT OnePunchLee'(id:5) in channel 'Gallinas/Patos Drogadictos'(id:15)
2016-10-23 01:38:19.058900|INFO    |VirtualServer |1  |client 'Black Rebellion'(id:7) was added to channelgroup 'Channel Admin'(id:5) by client 'SKT OnePunchLee'(id:5) in channel 'Battlerigt'(id:16)
2016-10-23 01:39:11.230884|INFO    |VirtualServer |1  |servergroup 'Admin'(id:9) was deleted by 'Igna'(id:2)
2016-10-23 01:39:11.737913|INFO    |VirtualServer |1  |client 'Black Rebellion'(id:7) was added to channelgroup 'Guest'(id:8) by client 'Nekrosis'(id:8) in channel 'Autismo y LoL'(id:1)
2016-10-23 01:39:41.318605|INFO    |VirtualServer |1  |servergroup 'Guest'(id:8) was copied by 'Igna'(id:2) to 'Admin'(id:10)
2016-10-23 01:39:44.936812|INFO    |VirtualServer |1  |client 'Black Rebellion'(id:7) was added to channelgroup 'Guest'(id:8) by client 'SKT OnePunchLee'(id:5) in channel 'CSGO'(id:7)
2016-10-23 01:39:47.653967|INFO    |VirtualServer |1  |client 'Black Rebellion'(id:7) was added to channelgroup 'Guest'(id:8) by client 'SKT OnePunchLee'(id:5) in channel 'GW2'(id:9)
2016-10-23 01:39:48.957042|INFO    |VirtualServer |1  |client 'Black Rebellion'(id:7) was added to channelgroup 'Guest'(id:8) by client 'SKT OnePunchLee'(id:5) in channel 'Atlas'(id:10)
