2016-11-07 10:48:19.032596|INFO    |VirtualServer |1  |listening on 0.0.0.0:9987, :::9987
2016-11-07 10:49:11.778613|INFO    |VirtualServer |1  |permission 'i_client_max_idletime'(id:174) with values (value:3, negated:0, skipchannel:1) was added by 'Igna'(id:2) to servergroup 'Verborrea'(id:42)
2016-11-07 21:01:19.337309|INFO    |VirtualServer |1  |servergroup 'Netdecker'(id:33) was copied by 'Igna'(id:2) to 'Tu nomebre es malisimo'(id:46)
2016-11-07 21:01:40.984547|INFO    |VirtualServer |1  |permission 'i_group_needed_member_add_power'(id:164) was deleted by 'Igna'(id:2) from servergroup 'Tu nomebre es malisimo'(id:46)
2016-11-07 21:01:41.793593|INFO    |VirtualServer |1  |permission 'i_group_needed_member_remove_power'(id:166) was deleted by 'Igna'(id:2) from servergroup 'Tu nomebre es malisimo'(id:46)
2016-11-07 21:01:55.439374|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) with values (value:1, negated:0, skipchannel:0) was added by 'Igna'(id:2) to servergroup 'Tu nomebre es malisimo'(id:46)
2016-11-07 21:01:59.239591|INFO    |VirtualServer |1  |client (id:9) was added to servergroup 'Tu nomebre es malisimo'(id:46) by client 'Igna'(id:2)
2016-11-07 21:02:44.312169|INFO    |VirtualServer |1  |servergroup 'Tu nomebre es malisimo'(id:46) was renamed to 'Tu nombre es malisimo' by 'Igna'(id:2)
2016-11-08 00:47:35.557824|INFO    |VirtualServer |1  |client (id:10) was added to servergroup 'V.I.P'(id:36) by client 'SKT OnePunchLee'(id:5)
2016-11-08 00:47:44.315325|INFO    |VirtualServer |1  |client (id:10) was removed from servergroup 'V.I.P'(id:36) by client 'SKT OnePunchLee'(id:5)
2016-11-08 00:47:51.831755|INFO    |VirtualServer |1  |client (id:10) was added to servergroup 'Overwatch'(id:24) by client 'SKT OnePunchLee'(id:5)
2016-11-08 00:47:55.647973|INFO    |VirtualServer |1  |client (id:10) was added to servergroup 'Keijo!!!!!!!!'(id:39) by client 'SKT OnePunchLee'(id:5)
2016-11-08 00:47:59.682204|INFO    |VirtualServer |1  |client (id:10) was added to servergroup 'Anime'(id:40) by client 'SKT OnePunchLee'(id:5)
2016-11-08 00:48:11.391874|INFO    |VirtualServer |1  |client (id:10) was added to servergroup 'Netdecker'(id:33) by client 'SKT OnePunchLee'(id:5)
2016-11-08 00:48:23.217550|INFO    |VirtualServer |1  |client (id:10) was removed from servergroup 'Keijo!!!!!!!!'(id:39) by client 'SKT OnePunchLee'(id:5)
2016-11-08 00:49:05.441965|INFO    |VirtualServer |1  |servergroup 'Tu nombre es malisimo'(id:46) was copied by 'Igna'(id:2) to 'Frase del dia'(id:47)
2016-11-08 00:49:18.092689|INFO    |VirtualServer |1  |permission 'i_icon_id'(id:142) with values (value:1970765078, negated:0, skipchannel:0) was added by 'Igna'(id:2) to servergroup 'Frase del dia'(id:47)
2016-11-08 00:49:24.482054|INFO    |VirtualServer |1  |client (id:10) was added to servergroup 'Frase del dia'(id:47) by client 'Igna'(id:2)
2016-11-08 00:49:42.581090|INFO    |VirtualServer |1  |permission 'i_group_show_name_in_tree'(id:149) was deleted by 'Igna'(id:2) from servergroup 'Frase del dia'(id:47)
